recharge_id,user_id,recharge_date,city,recharge_type,plan_type,payment_mode,recharge_amount
JIOREC000307,USER36267,2024-02-26,Lucknow,Postpaid,Roaming Pack,UPI,548
JIOREC000308,USER93960,2022-02-03,Mumbai,Postpaid,Quarterly,Wallet,848
JIOREC000309,USER78473,2022-11-03,Delhi,Postpaid,Data Add-on,UPI,29
JIOREC000310,USER24778,2023-01-08,Hyderabad,Postpaid,Quarterly,Debit Card,755
JIOREC000311,USER47479,2022-02-04,Jaipur,Postpaid,Quarterly,Credit Card,666
JIOREC000312,USER54555,2022-01-25,Ahmedabad,Postpaid,Annual,UPI,2998
JIOREC000313,USER33092,2023-11-16,Delhi,Prepaid,Data Add-on,Credit Card,64
JIOREC000314,USER82934,2023-11-10,Chennai,Postpaid,Roaming Pack,Wallet,842
JIOREC000315,USER97071,2022-06-08,Chennai,Postpaid,Roaming Pack,Credit Card,599
JIOREC000316,USER62267,2023-01-17,Hyderabad,Postpaid,Data Add-on,UPI,30
JIOREC000317,USER75255,2023-01-01,Lucknow,Postpaid,Data Add-on,Net Banking,64
JIOREC000318,USER59811,2022-09-27,Bangalore,Postpaid,Monthly,Net Banking,480
JIOREC000319,USER15820,2023-01-31,Lucknow,Postpaid,Annual,Retail Store,2671
JIOREC000320,USER97691,2024-03-10,Hyderabad,Postpaid,Quarterly,UPI,789
JIOREC000321,USER13236,2022-05-08,Kolkata,Prepaid,Roaming Pack,Credit Card,800
JIOREC000322,USER64136,2023-10-04,Hyderabad,Postpaid,Annual,Retail Store,3016
JIOREC000323,USER55022,2024-04-08,Hyderabad,Prepaid,Roaming Pack,UPI,548
JIOREC000324,USER13594,2022-09-16,Kolkata,Postpaid,Monthly,Net Banking,480
JIOREC000325,USER40842,2024-05-17,Jaipur,Prepaid,Annual,Credit Card,3300
JIOREC000326,USER19394,2023-03-15,Ahmedabad,Postpaid,Annual,Credit Card,3153
JIOREC000327,USER93288,2023-08-12,Ahmedabad,Prepaid,Data Add-on,Debit Card,126
JIOREC000328,USER42459,2023-02-03,Kolkata,Postpaid,Data Add-on,UPI,19
JIOREC000329,USER10981,2022-08-28,Kolkata,Prepaid,Monthly,Debit Card,398
JIOREC000330,USER41336,2023-03-17,Jaipur,Prepaid,Annual,Debit Card,3030
JIOREC000331,USER52643,2024-06-23,Bangalore,Postpaid,Annual,Credit Card,3176
JIOREC000332,USER56044,2022-08-28,Pune,Postpaid,Data Add-on,Net Banking,19
JIOREC000333,USER35096,2022-10-21,Lucknow,Prepaid,Roaming Pack,UPI,498
JIOREC000334,USER45467,2023-04-30,Delhi,Prepaid,Monthly,UPI,250
JIOREC000335,USER32450,2023-04-28,Lucknow,Postpaid,Roaming Pack,UPI,839
JIOREC000336,USER42733,2023-05-23,Pune,Postpaid,Roaming Pack,UPI,837
JIOREC000337,USER48550,2022-11-05,Delhi,Prepaid,Data Add-on,UPI,18
JIOREC000338,USER62349,2023-05-10,Lucknow,Postpaid,Quarterly,UPI,753
JIOREC000339,USER15936,2023-01-27,Jaipur,Postpaid,Annual,Debit Card,3151
JIOREC000340,USER79359,2023-11-28,Bangalore,Prepaid,Data Add-on,UPI,63
JIOREC000341,USER43193,2023-03-04,Bangalore,Prepaid,Quarterly,Net Banking,753
JIOREC000342,USER83392,2023-01-30,Hyderabad,Postpaid,Monthly,Retail Store,313
JIOREC000343,USER70760,2023-05-27,Mumbai,Prepaid,Quarterly,Wallet,698
JIOREC000344,USER23607,2023-07-05,Hyderabad,Prepaid,Data Add-on,Debit Card,64
JIOREC000345,USER51705,2023-02-28,Ahmedabad,Postpaid,Monthly,UPI,502
JIOREC000346,USER82201,2022-08-14,Kolkata,Prepaid,Monthly,UPI,481
JIOREC000347,USER17518,2023-10-25,Lucknow,Prepaid,Roaming Pack,Net Banking,526
JIOREC000348,USER89064,2022-02-07,Jaipur,Postpaid,Quarterly,UPI,718
JIOREC000349,USER68677,2023-01-17,Delhi,Postpaid,Data Add-on,Wallet,64
JIOREC000350,USER52935,2022-01-12,Ahmedabad,Postpaid,Roaming Pack,UPI,598
JIOREC000351,USER34613,2023-03-29,Delhi,Prepaid,Quarterly,Credit Card,892
JIOREC000352,USER33115,2024-02-25,Ahmedabad,Postpaid,Quarterly,Wallet,792
JIOREC000353,USER45727,2023-09-18,Lucknow,Prepaid,Data Add-on,Credit Card,63
JIOREC000354,USER77611,2022-01-10,Kolkata,Prepaid,Data Add-on,Retail Store,28
JIOREC000355,USER76915,2022-06-07,Lucknow,Postpaid,Annual,Debit Card,2882
JIOREC000356,USER36047,2024-01-23,Delhi,Prepaid,Data Add-on,Credit Card,20
JIOREC000357,USER51493,2023-11-05,Mumbai,Prepaid,Roaming Pack,UPI,836
JIOREC000358,USER16194,2024-06-24,Jaipur,Prepaid,Data Add-on,Wallet,67
JIOREC000359,USER58324,2022-05-14,Delhi,Prepaid,Quarterly,UPI,663
JIOREC000360,USER43130,2023-09-26,Bangalore,Prepaid,Quarterly,UPI,697
JIOREC000361,USER61919,2023-02-26,Jaipur,Postpaid,Data Add-on,UPI,30
JIOREC000362,USER64152,2022-09-26,Jaipur,Prepaid,Data Add-on,Credit Card,29
JIOREC000363,USER73821,2022-08-26,Bangalore,Postpaid,Monthly,UPI,239
JIOREC000364,USER99488,2022-01-22,Mumbai,Prepaid,Quarterly,UPI,719
JIOREC000365,USER33230,2023-01-03,Hyderabad,Postpaid,Quarterly,Wallet,699
JIOREC000366,USER30742,2022-04-02,Pune,Postpaid,Monthly,Credit Card,479
JIOREC000367,USER23709,2024-02-05,Kolkata,Postpaid,Roaming Pack,Credit Card,549
JIOREC000368,USER94275,2022-11-01,Kolkata,Postpaid,Monthly,Wallet,296
JIOREC000369,USER49295,2023-02-22,Bangalore,Postpaid,Monthly,Retail Store,313
JIOREC000370,USER73312,2023-06-28,Pune,Prepaid,Annual,UPI,2662
JIOREC000371,USER54714,2022-10-27,Hyderabad,Prepaid,Roaming Pack,Debit Card,499
JIOREC000372,USER14025,2023-09-05,Ahmedabad,Postpaid,Annual,Wallet,3133
JIOREC000373,USER61275,2023-08-04,Jaipur,Postpaid,Quarterly,UPI,757
JIOREC000374,USER36822,2022-09-10,Mumbai,Postpaid,Quarterly,UPI,855
JIOREC000375,USER21667,2024-03-25,Lucknow,Postpaid,Monthly,Retail Store,527
JIOREC000376,USER11062,2022-03-14,Chennai,Prepaid,Data Add-on,UPI,121
JIOREC000377,USER92687,2022-05-15,Jaipur,Postpaid,Annual,Debit Card,2545
JIOREC000378,USER65926,2023-05-05,Bangalore,Prepaid,Roaming Pack,UPI,523
JIOREC000379,USER44368,2023-07-05,Lucknow,Prepaid,Monthly,UPI,419
JIOREC000380,USER19863,2022-05-07,Mumbai,Prepaid,Annual,Debit Card,2555
JIOREC000381,USER68375,2024-03-23,Ahmedabad,Postpaid,Quarterly,UPI,790
JIOREC000382,USER41345,2022-06-24,Pune,Prepaid,Monthly,Debit Card,237
JIOREC000383,USER44792,2023-08-07,Ahmedabad,Prepaid,Data Add-on,UPI,64
JIOREC000384,USER67125,2024-05-15,Bangalore,Postpaid,Roaming Pack,Debit Card,660
JIOREC000385,USER93363,2022-09-22,Delhi,Postpaid,Annual,UPI,2554
JIOREC000386,USER57560,2022-02-24,Pune,Prepaid,Monthly,Credit Card,198
JIOREC000387,USER76325,2022-11-09,Jaipur,Postpaid,Monthly,Wallet,200
JIOREC000388,USER79360,2023-04-13,Chennai,Prepaid,Data Add-on,Retail Store,127
JIOREC000389,USER56858,2022-12-25,Lucknow,Postpaid,Data Add-on,Credit Card,61
JIOREC000390,USER85413,2023-11-13,Bangalore,Postpaid,Quarterly,Debit Card,892
JIOREC000391,USER15948,2024-01-03,Kolkata,Prepaid,Roaming Pack,Debit Card,879
JIOREC000392,USER15337,2023-04-03,Delhi,Prepaid,Roaming Pack,Retail Store,525
JIOREC000393,USER41623,2023-11-15,Chennai,Prepaid,Monthly,Net Banking,210
JIOREC000394,USER33499,2023-06-09,Lucknow,Postpaid,Quarterly,Credit Card,754
JIOREC000395,USER61666,2024-05-17,Hyderabad,Postpaid,Monthly,UPI,218
JIOREC000396,USER82465,2023-09-16,Bangalore,Postpaid,Annual,Wallet,3142
JIOREC000397,USER52469,2023-03-20,Mumbai,Postpaid,Monthly,UPI,314
JIOREC000398,USER14337,2022-02-11,Delhi,Postpaid,Annual,Credit Card,2878
JIOREC000399,USER60759,2022-09-18,Lucknow,Postpaid,Roaming Pack,UPI,497
JIOREC000400,USER39887,2022-09-04,Hyderabad,Postpaid,Data Add-on,UPI,121
JIOREC000401,USER70553,2022-11-24,Jaipur,Prepaid,Annual,UPI,2565
JIOREC000402,USER51229,2022-02-16,Lucknow,Postpaid,Monthly,Wallet,199
JIOREC000403,USER87809,2023-01-30,Lucknow,Postpaid,Data Add-on,Credit Card,64
JIOREC000404,USER56319,2023-11-08,Lucknow,Prepaid,Annual,Debit Card,3041
JIOREC000405,USER45456,2022-04-08,Lucknow,Postpaid,Quarterly,UPI,848
JIOREC000406,USER95054,2024-03-06,Lucknow,Postpaid,Monthly,Wallet,328
JIOREC000407,USER74471,2022-06-14,Jaipur,Prepaid,Data Add-on,Debit Card,18
JIOREC000408,USER61449,2023-09-06,Kolkata,Postpaid,Monthly,Debit Card,416
JIOREC000409,USER46623,2024-05-05,Delhi,Prepaid,Roaming Pack,Debit Card,875
JIOREC000410,USER69832,2023-04-14,Chennai,Postpaid,Monthly,Credit Card,418
JIOREC000411,USER12751,2022-10-04,Chennai,Postpaid,Annual,Wallet,2549
JIOREC000412,USER79032,2023-03-09,Jaipur,Postpaid,Annual,Debit Card,3146
JIOREC000413,USER78515,2023-08-24,Mumbai,Postpaid,Data Add-on,UPI,63
JIOREC000414,USER94086,2023-04-02,Bangalore,Prepaid,Annual,Net Banking,2672
JIOREC000415,USER55533,2022-12-23,Kolkata,Prepaid,Monthly,Net Banking,239
JIOREC000416,USER27995,2023-08-22,Hyderabad,Prepaid,Data Add-on,Net Banking,127
JIOREC000417,USER39282,2022-11-11,Delhi,Prepaid,Annual,Debit Card,2542
JIOREC000418,USER30080,2023-12-13,Kolkata,Postpaid,Roaming Pack,Wallet,838
JIOREC000419,USER66427,2022-11-25,Bangalore,Prepaid,Quarterly,Debit Card,670
JIOREC000420,USER40099,2022-02-02,Lucknow,Prepaid,Annual,Net Banking,3001
JIOREC000421,USER26967,2022-03-31,Kolkata,Prepaid,Monthly,Debit Card,298
JIOREC000422,USER85707,2022-10-01,Kolkata,Prepaid,Quarterly,UPI,715
JIOREC000423,USER41449,2022-11-20,Hyderabad,Postpaid,Monthly,Debit Card,200
JIOREC000424,USER69044,2022-01-13,Bangalore,Postpaid,Quarterly,Credit Card,666
JIOREC000425,USER86576,2023-07-13,Pune,Prepaid,Data Add-on,Net Banking,126
JIOREC000426,USER44151,2024-02-11,Lucknow,Postpaid,Annual,Credit Card,2795
JIOREC000427,USER60294,2024-02-24,Pune,Prepaid,Roaming Pack,Retail Store,548
JIOREC000428,USER26034,2023-02-23,Ahmedabad,Prepaid,Monthly,Credit Card,209
JIOREC000429,USER79847,2023-08-21,Ahmedabad,Postpaid,Monthly,UPI,505
JIOREC000430,USER46812,2023-08-09,Lucknow,Prepaid,Data Add-on,Wallet,20
JIOREC000431,USER18933,2023-10-25,Chennai,Postpaid,Monthly,Credit Card,313
JIOREC000432,USER47807,2023-10-20,Ahmedabad,Prepaid,Data Add-on,Retail Store,30
JIOREC000433,USER91659,2023-05-12,Hyderabad,Prepaid,Monthly,Net Banking,250
JIOREC000434,USER83588,2022-10-24,Mumbai,Postpaid,Annual,UPI,2534
JIOREC000435,USER23830,2023-06-23,Kolkata,Postpaid,Quarterly,Credit Card,888
JIOREC000436,USER70768,2022-03-26,Lucknow,Prepaid,Roaming Pack,Credit Card,600
JIOREC000437,USER60517,2022-02-22,Delhi,Postpaid,Annual,Wallet,3002
JIOREC000438,USER73598,2023-11-30,Pune,Prepaid,Annual,UPI,3005
JIOREC000439,USER21742,2022-11-19,Kolkata,Prepaid,Roaming Pack,Net Banking,603
JIOREC000440,USER63494,2023-11-21,Hyderabad,Postpaid,Data Add-on,Retail Store,127
JIOREC000441,USER76747,2023-03-23,Mumbai,Postpaid,Quarterly,UPI,698
JIOREC000442,USER98099,2022-10-31,Kolkata,Postpaid,Quarterly,UPI,842
JIOREC000443,USER23005,2024-04-20,Kolkata,Postpaid,Monthly,Net Banking,439
JIOREC000444,USER77862,2023-03-05,Mumbai,Prepaid,Quarterly,Wallet,698
JIOREC000445,USER81561,2023-02-13,Delhi,Postpaid,Monthly,Retail Store,250
JIOREC000446,USER71526,2022-06-17,Ahmedabad,Prepaid,Annual,Debit Card,2533
JIOREC000447,USER81726,2022-06-19,Bangalore,Prepaid,Quarterly,Credit Card,848
JIOREC000448,USER28972,2024-01-15,Hyderabad,Prepaid,Roaming Pack,UPI,548
JIOREC000449,USER78747,2022-08-18,Kolkata,Prepaid,Quarterly,UPI,669
JIOREC000450,USER57129,2023-04-03,Mumbai,Prepaid,Annual,Retail Store,3030
JIOREC000451,USER19020,2023-04-11,Pune,Prepaid,Data Add-on,Debit Card,30
JIOREC000452,USER89124,2023-09-25,Lucknow,Prepaid,Roaming Pack,Credit Card,629
JIOREC000453,USER86096,2022-05-05,Jaipur,Postpaid,Quarterly,Wallet,717
JIOREC000454,USER88065,2022-03-19,Mumbai,Postpaid,Data Add-on,Credit Card,18
JIOREC000455,USER65898,2023-11-08,Bangalore,Prepaid,Data Add-on,UPI,63
JIOREC000456,USER76786,2023-09-12,Jaipur,Postpaid,Quarterly,Debit Card,889
JIOREC000457,USER12484,2023-09-08,Bangalore,Postpaid,Roaming Pack,Net Banking,843
JIOREC000458,USER86384,2022-06-18,Mumbai,Prepaid,Monthly,Credit Card,397
JIOREC000459,USER93339,2024-02-25,Delhi,Prepaid,Roaming Pack,UPI,877
JIOREC000460,USER70608,2022-11-07,Delhi,Postpaid,Roaming Pack,UPI,805
JIOREC000461,USER15061,2024-05-03,Hyderabad,Prepaid,Data Add-on,UPI,31
JIOREC000462,USER94158,2024-06-15,Pune,Postpaid,Quarterly,Credit Card,790
JIOREC000463,USER36694,2022-06-14,Hyderabad,Prepaid,Data Add-on,Wallet,120
JIOREC000464,USER88106,2023-11-24,Bangalore,Prepaid,Data Add-on,Debit Card,30
JIOREC000465,USER78008,2022-10-04,Bangalore,Postpaid,Monthly,UPI,301
JIOREC000466,USER97652,2022-09-11,Jaipur,Postpaid,Roaming Pack,Net Banking,596
JIOREC000467,USER54360,2022-09-04,Chennai,Prepaid,Roaming Pack,Debit Card,499
JIOREC000468,USER44323,2022-10-23,Chennai,Prepaid,Roaming Pack,Debit Card,598
JIOREC000469,USER12008,2024-03-09,Pune,Postpaid,Roaming Pack,Wallet,879
JIOREC000470,USER46274,2024-02-26,Delhi,Postpaid,Roaming Pack,UPI,879
JIOREC000471,USER26252,2023-04-23,Mumbai,Prepaid,Roaming Pack,Net Banking,838
JIOREC000472,USER96146,2023-12-15,Mumbai,Postpaid,Data Add-on,UPI,127
JIOREC000473,USER67341,2022-10-08,Jaipur,Prepaid,Annual,Debit Card,2550
JIOREC000474,USER22744,2023-08-22,Lucknow,Prepaid,Data Add-on,UPI,30
JIOREC000475,USER87654,2023-07-07,Pune,Postpaid,Monthly,Debit Card,418
JIOREC000476,USER33857,2022-07-19,Hyderabad,Postpaid,Quarterly,Wallet,669
JIOREC000477,USER15438,2022-03-07,Hyderabad,Prepaid,Annual,UPI,2883
JIOREC000478,USER52878,2022-10-09,Kolkata,Postpaid,Data Add-on,UPI,18
JIOREC000479,USER37710,2023-04-21,Kolkata,Prepaid,Annual,UPI,3017
JIOREC000480,USER59655,2022-03-16,Ahmedabad,Postpaid,Quarterly,UPI,847
JIOREC000481,USER96634,2024-03-01,Kolkata,Prepaid,Quarterly,Retail Store,732
JIOREC000482,USER38797,2024-06-05,Chennai,Prepaid,Monthly,UPI,218
JIOREC000483,USER18510,2023-01-18,Kolkata,Postpaid,Data Add-on,Retail Store,30
JIOREC000484,USER71099,2023-01-04,Ahmedabad,Prepaid,Annual,Debit Card,3025
JIOREC000485,USER82980,2023-05-07,Delhi,Postpaid,Data Add-on,Credit Card,64
JIOREC000486,USER96472,2024-05-21,Jaipur,Postpaid,Data Add-on,Net Banking,133
JIOREC000487,USER85881,2022-10-23,Jaipur,Prepaid,Data Add-on,UPI,60
JIOREC000488,USER84172,2023-11-10,Mumbai,Postpaid,Roaming Pack,Credit Card,838
JIOREC000489,USER47834,2024-02-03,Pune,Prepaid,Quarterly,Net Banking,790
JIOREC000490,USER23162,2022-04-24,Bangalore,Postpaid,Annual,UPI,2882
JIOREC000491,USER34175,2022-07-13,Jaipur,Prepaid,Monthly,Credit Card,199
JIOREC000492,USER98990,2023-04-13,Jaipur,Prepaid,Monthly,Credit Card,209
JIOREC000493,USER18971,2023-04-24,Chennai,Prepaid,Annual,Debit Card,2671
JIOREC000494,USER43800,2022-07-28,Chennai,Prepaid,Data Add-on,Credit Card,29
JIOREC000495,USER98765,2024-04-10,Delhi,Postpaid,Data Add-on,Net Banking,132
JIOREC000496,USER28260,2023-07-28,Ahmedabad,Prepaid,Annual,Debit Card,3148
JIOREC000497,USER17562,2024-05-08,Delhi,Prepaid,Quarterly,UPI,935
JIOREC000498,USER84156,2023-09-13,Lucknow,Prepaid,Quarterly,UPI,755
JIOREC000499,USER90659,2023-06-29,Pune,Postpaid,Quarterly,Net Banking,698
JIOREC000500,USER50378,2023-05-24,Jaipur,Prepaid,Monthly,UPI,504
JIOREC000501,USER61945,2022-02-05,Chennai,Postpaid,Quarterly,Debit Card,719
JIOREC000502,USER68657,2022-03-12,Mumbai,Postpaid,Data Add-on,UPI,19
JIOREC000503,USER53771,2022-05-22,Chennai,Prepaid,Annual,Debit Card,3005
JIOREC000504,USER69254,2023-03-10,Pune,Prepaid,Data Add-on,Net Banking,64
JIOREC000505,USER20113,2022-12-21,Kolkata,Prepaid,Roaming Pack,Wallet,599
JIOREC000506,USER93791,2023-01-06,Bangalore,Prepaid,Roaming Pack,Debit Card,628
JIOREC000507,USER70182,2023-07-28,Kolkata,Postpaid,Annual,Credit Card,3151
JIOREC000508,USER42743,2023-06-24,Kolkata,Prepaid,Data Add-on,Credit Card,64
JIOREC000509,USER63350,2024-06-04,Hyderabad,Prepaid,Quarterly,Wallet,730
JIOREC000510,USER42862,2022-11-04,Chennai,Prepaid,Annual,Credit Card,2888
JIOREC000511,USER83321,2023-07-19,Pune,Postpaid,Quarterly,Wallet,701
JIOREC000512,USER49414,2023-11-30,Lucknow,Postpaid,Roaming Pack,UPI,524
JIOREC000513,USER43089,2024-06-27,Delhi,Prepaid,Annual,UPI,3163
JIOREC000514,USER29853,2024-03-08,Chennai,Prepaid,Monthly,UPI,218
JIOREC000515,USER88462,2024-02-17,Pune,Prepaid,Quarterly,UPI,791
JIOREC000516,USER24423,2022-05-15,Jaipur,Postpaid,Annual,Credit Card,2879
JIOREC000517,USER67366,2023-09-26,Hyderabad,Postpaid,Data Add-on,Net Banking,64
JIOREC000518,USER32021,2024-01-31,Chennai,Prepaid,Data Add-on,Debit Card,31
JIOREC000519,USER49844,2022-03-20,Jaipur,Prepaid,Monthly,UPI,479
JIOREC000520,USER20659,2022-02-18,Ahmedabad,Postpaid,Annual,Credit Card,2875
JIOREC000521,USER12340,2024-06-10,Ahmedabad,Postpaid,Data Add-on,UPI,20
JIOREC000522,USER90599,2023-01-27,Hyderabad,Postpaid,Monthly,UPI,250
JIOREC000523,USER18699,2023-02-19,Delhi,Postpaid,Quarterly,Debit Card,698
JIOREC000524,USER85866,2022-10-22,Jaipur,Postpaid,Roaming Pack,UPI,794
JIOREC000525,USER27728,2023-03-29,Kolkata,Prepaid,Data Add-on,Debit Card,19
JIOREC000526,USER34919,2023-08-04,Pune,Prepaid,Monthly,Wallet,312
JIOREC000527,USER72119,2024-01-01,Mumbai,Prepaid,Roaming Pack,Debit Card,548
JIOREC000528,USER67068,2024-03-14,Bangalore,Prepaid,Annual,UPI,3159
JIOREC000529,USER34034,2023-09-11,Hyderabad,Prepaid,Annual,UPI,3035
JIOREC000530,USER31324,2022-09-10,Hyderabad,Postpaid,Roaming Pack,Credit Card,496
JIOREC000531,USER60921,2022-06-02,Chennai,Postpaid,Quarterly,Debit Card,847
JIOREC000532,USER97718,2022-07-15,Kolkata,Postpaid,Quarterly,UPI,846
JIOREC000533,USER62130,2022-05-19,Delhi,Prepaid,Data Add-on,Credit Card,120
JIOREC000534,USER26475,2023-04-16,Chennai,Postpaid,Data Add-on,UPI,64
JIOREC000535,USER27152,2024-04-28,Lucknow,Prepaid,Quarterly,UPI,734
JIOREC000536,USER14842,2023-01-22,Delhi,Prepaid,Data Add-on,Net Banking,64
JIOREC000537,USER65306,2022-07-03,Delhi,Postpaid,Quarterly,UPI,849
JIOREC000538,USER54440,2023-02-12,Pune,Postpaid,Roaming Pack,UPI,840
JIOREC000539,USER59764,2022-05-28,Ahmedabad,Prepaid,Roaming Pack,Debit Card,500
JIOREC000540,USER92540,2022-06-25,Ahmedabad,Postpaid,Monthly,Retail Store,298
JIOREC000541,USER88968,2023-08-22,Pune,Postpaid,Annual,Credit Card,2657
JIOREC000542,USER33316,2024-03-12,Delhi,Prepaid,Data Add-on,Wallet,20
JIOREC000543,USER47618,2024-02-16,Bangalore,Postpaid,Roaming Pack,UPI,549
JIOREC000544,USER97441,2023-07-22,Pune,Postpaid,Annual,Debit Card,2666
JIOREC000545,USER91230,2022-12-21,Mumbai,Postpaid,Annual,Debit Card,2879
JIOREC000546,USER98197,2024-01-27,Pune,Postpaid,Quarterly,Credit Card,790
JIOREC000547,USER78883,2024-02-24,Jaipur,Postpaid,Annual,Debit Card,3162
JIOREC000548,USER31099,2022-04-10,Mumbai,Prepaid,Annual,Credit Card,2886
JIOREC000549,USER17800,2023-02-25,Jaipur,Prepaid,Annual,UPI,3144
JIOREC000550,USER71549,2024-03-15,Jaipur,Prepaid,Data Add-on,UPI,31
JIOREC000551,USER99404,2022-09-29,Hyderabad,Prepaid,Roaming Pack,UPI,499
JIOREC000552,USER42290,2024-01-30,Jaipur,Postpaid,Quarterly,UPI,732
JIOREC000553,USER77075,2022-10-26,Bangalore,Postpaid,Roaming Pack,Wallet,800
JIOREC000554,USER95560,2022-08-18,Hyderabad,Prepaid,Quarterly,UPI,665
JIOREC000555,USER45312,2022-02-08,Ahmedabad,Prepaid,Data Add-on,UPI,121
JIOREC000556,USER46318,2023-07-18,Mumbai,Postpaid,Annual,UPI,3035
JIOREC000557,USER57471,2022-07-01,Jaipur,Postpaid,Quarterly,UPI,720
JIOREC000558,USER95588,2023-02-11,Bangalore,Prepaid,Quarterly,Retail Store,754
JIOREC000559,USER49961,2024-02-24,Bangalore,Prepaid,Roaming Pack,Credit Card,659
JIOREC000560,USER42441,2023-10-05,Lucknow,Prepaid,Annual,UPI,2665
JIOREC000561,USER30749,2022-01-06,Hyderabad,Postpaid,Quarterly,Debit Card,665
JIOREC000562,USER39337,2024-03-20,Jaipur,Prepaid,Monthly,Credit Card,438
JIOREC000563,USER53307,2023-03-01,Chennai,Prepaid,Monthly,Wallet,251
JIOREC000564,USER44081,2022-05-14,Kolkata,Postpaid,Data Add-on,Credit Card,60
JIOREC000565,USER30081,2023-06-19,Lucknow,Postpaid,Monthly,Net Banking,314
JIOREC000566,USER55512,2023-04-02,Kolkata,Postpaid,Data Add-on,UPI,30
JIOREC000567,USER82275,2022-05-20,Hyderabad,Prepaid,Roaming Pack,Net Banking,798
JIOREC000568,USER68392,2023-08-04,Ahmedabad,Postpaid,Monthly,Credit Card,207
JIOREC000569,USER90686,2023-01-16,Mumbai,Postpaid,Quarterly,Net Banking,699
JIOREC000570,USER87593,2023-05-07,Ahmedabad,Prepaid,Annual,UPI,2669
JIOREC000571,USER43858,2022-06-13,Delhi,Prepaid,Annual,Credit Card,2877
JIOREC000572,USER15866,2023-12-06,Kolkata,Prepaid,Monthly,Net Banking,502
JIOREC000573,USER10360,2024-02-15,Mumbai,Prepaid,Roaming Pack,Credit Card,659
JIOREC000574,USER57912,2023-10-04,Jaipur,Prepaid,Annual,Debit Card,2682
JIOREC000575,USER66840,2022-03-03,Jaipur,Postpaid,Annual,Wallet,2540
JIOREC000576,USER43888,2022-05-18,Bangalore,Postpaid,Quarterly,Credit Card,721
JIOREC000577,USER17600,2022-11-24,Jaipur,Prepaid,Roaming Pack,UPI,803
JIOREC000578,USER95218,2022-11-09,Mumbai,Prepaid,Data Add-on,Debit Card,60
JIOREC000579,USER31346,2022-02-10,Bangalore,Prepaid,Roaming Pack,Debit Card,799
JIOREC000580,USER29904,2022-04-27,Hyderabad,Prepaid,Data Add-on,UPI,60
JIOREC000581,USER82576,2022-03-27,Kolkata,Postpaid,Annual,Retail Store,2550
JIOREC000582,USER60636,2024-05-25,Lucknow,Prepaid,Roaming Pack,UPI,879
JIOREC000583,USER31881,2022-06-19,Kolkata,Postpaid,Quarterly,Wallet,719
JIOREC000584,USER92668,2023-01-07,Jaipur,Postpaid,Roaming Pack,UPI,629
JIOREC000585,USER62414,2023-11-20,Pune,Postpaid,Roaming Pack,UPI,628
JIOREC000586,USER39663,2022-02-01,Pune,Postpaid,Roaming Pack,Credit Card,798
JIOREC000587,USER92455,2022-08-28,Pune,Postpaid,Monthly,Retail Store,399
JIOREC000588,USER51691,2023-04-17,Pune,Prepaid,Annual,Credit Card,3156
JIOREC000589,USER90997,2022-07-25,Kolkata,Prepaid,Monthly,UPI,200
JIOREC000590,USER41789,2022-08-29,Hyderabad,Prepaid,Monthly,Debit Card,481
JIOREC000591,USER37696,2024-04-23,Lucknow,Prepaid,Roaming Pack,Credit Card,547
JIOREC000592,USER87719,2022-07-31,Mumbai,Prepaid,Roaming Pack,Debit Card,497
JIOREC000593,USER34962,2023-05-14,Jaipur,Postpaid,Quarterly,Debit Card,894
JIOREC000594,USER62275,2022-01-08,Lucknow,Prepaid,Roaming Pack,Debit Card,799
JIOREC000595,USER39136,2022-04-23,Hyderabad,Postpaid,Annual,UPI,2550
JIOREC000596,USER85590,2023-01-28,Hyderabad,Prepaid,Quarterly,Wallet,754
JIOREC000597,USER61755,2023-04-29,Mumbai,Prepaid,Roaming Pack,UPI,627
JIOREC000598,USER73440,2023-12-07,Mumbai,Postpaid,Data Add-on,UPI,19
JIOREC000599,USER29440,2024-03-27,Hyderabad,Prepaid,Roaming Pack,UPI,658
JIOREC000600,USER50810,2024-02-08,Lucknow,Prepaid,Annual,UPI,3299
JIOREC000601,USER82515,2024-06-29,Kolkata,Prepaid,Monthly,UPI,527
JIOREC000602,USER91290,2024-06-20,Lucknow,Prepaid,Roaming Pack,Credit Card,551
JIOREC000603,USER54139,2024-01-26,Lucknow,Prepaid,Annual,Retail Store,3299
JIOREC000604,USER81394,2023-06-28,Mumbai,Postpaid,Data Add-on,Debit Card,63
JIOREC000605,USER50036,2022-02-20,Chennai,Postpaid,Data Add-on,Net Banking,29
JIOREC000606,USER79110,2023-04-24,Mumbai,Prepaid,Roaming Pack,Net Banking,523
